,age,workclass,education,education-num,marital-status,occupation,relationship,race,native-country,income_over_50K,over40hrs,gender-F/1-M/0
39748,42,Self-emp-not-inc,Masters,14,Married-civ-spouse,Sales,Spouse,White,United-States,1,1,Male
9551,36,Private,Bachelors,13,Married-spouse-absent,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,United-States,0,0,Male
18922,42,Local-gov,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,United-States,0,1,Female
45040,32,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Spouse,White,United-States,1,1,Male
13496,43,Private,HS-grad,9,Never-married,Adm-clerical,Unmarried,Black,United-States,0,0,Female
42321,29,Private,HS-grad,9,Never-married,Prof-specialty,Not-in-family,White,United-States,0,0,Male
41983,59,Private,HS-grad,9,Widowed,Exec-managerial,Unmarried,White,United-States,0,1,Female
46956,44,Private,Assoc-acdm,12,Never-married,Prof-specialty,Unmarried,Black,United-States,0,1,Female
26308,28,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Spouse,Asian-Pac-Islander,Philippines,0,0,Male
46005,81,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Spouse,White,United-States,1,0,Male
20663,49,Private,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,Black,United-States,0,0,Female
14969,45,Private,Masters,14,Married-civ-spouse,Exec-managerial,Spouse,White,United-States,1,1,Male
10307,65,Private,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,United-States,0,0,Female
42766,45,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Spouse,Black,United-States,0,0,Male
5598,32,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Spouse,White,United-States,0,0,Male
43904,25,Private,Assoc-voc,11,Never-married,Other-service,Unmarried,Amer-Indian-Eskimo,United-States,0,0,Female
45621,52,Private,7th-8th,4,Married-civ-spouse,Prof-specialty,Spouse,White,United-States,0,0,Male
11290,48,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Spouse,White,United-States,1,0,Male
10732,46,Private,10th,6,Married-civ-spouse,Machine-op-inspct,Spouse,Black,United-States,0,0,Female
17456,58,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Spouse,White,United-States,1,0,Male
20295,35,Local-gov,HS-grad,9,Never-married,Protective-serv,Own-child,White,United-States,0,0,Male
19558,35,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Spouse,White,United-States,0,0,Male
14411,59,Private,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Spouse,White,United-States,0,1,Male
8158,30,Private,HS-grad,9,Never-married,Craft-repair,Own-child,White,United-States,0,0,Male
25403,34,Private,HS-grad,9,Never-married,Other-service,Unmarried,Black,United-States,0,0,Female
3113,48,Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,United-States,0,0,Female
41247,53,Private,9th,5,Widowed,Sales,Unmarried,Black,United-States,0,0,Female
2624,24,Private,Bachelors,13,Never-married,Adm-clerical,Own-child,White,United-States,0,0,Male
19909,22,Private,Bachelors,13,Never-married,Exec-managerial,Other-relative,White,United-States,0,0,Female
22513,90,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Prof-specialty,Spouse,White,United-States,0,1,Male
6265,61,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Spouse,Other,United-States,1,0,Male
38405,59,Private,11th,7,Married-civ-spouse,Sales,Spouse,White,United-States,0,1,Male
36949,51,Federal-gov,Some-college,10,Divorced,Prof-specialty,Not-in-family,Black,United-States,0,0,Female
30032,30,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Spouse,Other,Mexico,0,0,Male
9617,25,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Spouse,White,United-States,0,0,Female
21101,24,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Spouse,White,United-States,0,0,Male
33026,33,Private,HS-grad,9,Divorced,Handlers-cleaners,Own-child,White,United-States,0,0,Male
42554,29,Private,Some-college,10,Married-civ-spouse,Transport-moving,Spouse,White,United-States,0,0,Male
31626,57,Self-emp-not-inc,Masters,14,Married-civ-spouse,Tech-support,Spouse,White,United-States,1,0,Male
28357,34,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Spouse,Black,United-States,0,0,Male
22596,54,State-gov,HS-grad,9,Separated,Exec-managerial,Unmarried,White,United-States,0,0,Female
30344,36,Private,Bachelors,13,Married-civ-spouse,Tech-support,Spouse,White,United-States,0,0,Male
22952,38,Private,Assoc-voc,11,Divorced,Tech-support,Not-in-family,White,United-States,0,0,Female
11716,25,Private,Some-college,10,Married-civ-spouse,Craft-repair,Spouse,White,United-States,0,0,Male
9991,27,Private,12th,8,Never-married,Handlers-cleaners,Other-relative,White,Mexico,0,0,Male
42384,33,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Spouse,White,United-States,0,1,Male
1234,38,Private,10th,6,Married-spouse-absent,Other-service,Not-in-family,White,United-States,0,1,Male
4481,21,Private,Some-college,10,Never-married,Other-service,Own-child,White,United-States,0,0,Female
5718,56,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Spouse,White,United-States,0,0,Male
35275,55,Private,Some-college,10,Divorced,Other-service,Unmarried,White,United-States,0,0,Female
28276,23,Private,Bachelors,13,Never-married,Prof-specialty,Own-child,White,United-States,0,0,Male
33980,34,Private,HS-grad,9,Married-civ-spouse,Sales,Spouse,White,United-States,0,0,Female
6831,36,State-gov,HS-grad,9,Widowed,Other-service,Unmarried,White,United-States,0,0,Female
37201,20,Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,United-States,0,0,Female
38099,50,Local-gov,Masters,14,Divorced,Prof-specialty,Not-in-family,Black,United-States,0,0,Female
39904,56,Self-emp-not-inc,Some-college,10,Divorced,Sales,Unmarried,White,United-States,0,1,Female
37303,26,Self-emp-not-inc,Bachelors,13,Divorced,Sales,Not-in-family,White,United-States,0,0,Male
26447,55,State-gov,HS-grad,9,Married-civ-spouse,Protective-serv,Spouse,White,United-States,0,0,Male
21850,39,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,United-States,0,0,Female
35954,46,Local-gov,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,United-States,0,0,Female
14138,42,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Spouse,White,United-States,1,1,Male
31610,18,Private,HS-grad,9,Never-married,Other-service,Own-child,White,United-States,0,0,Female
23871,38,Private,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Spouse,White,Canada,1,1,Female
46915,21,Private,Some-college,10,Never-married,Other-service,Own-child,White,Italy,0,0,Male
29390,34,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Spouse,White,United-States,1,0,Male
27705,29,Private,Some-college,10,Married-civ-spouse,Handlers-cleaners,Spouse,White,United-States,0,0,Male
7808,38,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Spouse,White,United-States,1,1,Male
35352,62,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,United-States,0,0,Female
2633,47,Private,Some-college,10,Married-civ-spouse,Handlers-cleaners,Spouse,White,United-States,0,1,Female
33312,24,Private,12th,8,Married-civ-spouse,Craft-repair,Spouse,White,United-States,0,0,Male
25410,29,Private,Some-college,10,Married-civ-spouse,Craft-repair,Spouse,White,United-States,1,0,Male
40057,19,Private,Some-college,10,Never-married,Other-service,Unmarried,Black,United-States,0,0,Female
21617,25,Private,12th,8,Never-married,Craft-repair,Not-in-family,White,United-States,0,0,Male
3260,31,Private,HS-grad,9,Married-civ-spouse,Sales,Spouse,White,United-States,0,1,Male
27188,25,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Spouse,Black,United-States,0,0,Male
39725,24,Private,Bachelors,13,Never-married,Sales,Not-in-family,White,United-States,0,0,Male
32762,26,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,United-States,0,0,Female
2996,59,Private,Some-college,10,Divorced,Sales,Not-in-family,White,United-States,0,1,Male
6121,29,Private,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,United-States,0,1,Female
34112,60,Federal-gov,Assoc-acdm,12,Married-civ-spouse,Other-service,Spouse,Black,United-States,0,0,Male
26356,39,Private,10th,6,Married-civ-spouse,Machine-op-inspct,Spouse,White,United-States,0,1,Male
26427,37,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Spouse,White,United-States,0,0,Male
8989,21,Private,HS-grad,9,Never-married,Transport-moving,Own-child,White,United-States,0,0,Male
34160,31,State-gov,12th,8,Married-civ-spouse,Tech-support,Spouse,White,United-States,1,0,Female
10557,34,Local-gov,Some-college,10,Married-civ-spouse,Exec-managerial,Spouse,White,United-States,1,1,Male
15569,43,Self-emp-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Spouse,White,United-States,1,1,Male
3448,57,Private,Assoc-voc,11,Divorced,Machine-op-inspct,Not-in-family,Black,United-States,0,0,Male
45203,57,Private,HS-grad,9,Divorced,Prof-specialty,Own-child,Asian-Pac-Islander,United-States,0,0,Male
35222,50,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Spouse,White,United-States,1,1,Male
28526,27,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,United-States,0,1,Male
33369,33,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Spouse,White,United-States,1,1,Male
11463,38,Local-gov,Masters,14,Separated,Prof-specialty,Unmarried,White,United-States,0,0,Female
17154,51,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Sales,Spouse,Asian-Pac-Islander,China,1,0,Male
42507,35,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,United-States,0,1,Female
41730,49,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Spouse,White,United-States,1,1,Male
45406,24,Private,Some-college,10,Never-married,Machine-op-inspct,Own-child,White,United-States,0,1,Male
5040,28,State-gov,Some-college,10,Married-civ-spouse,Other-service,Spouse,White,United-States,0,0,Male
20752,46,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Spouse,White,United-States,1,0,Male
26812,60,Private,HS-grad,9,Widowed,Sales,Not-in-family,White,United-States,0,1,Female
48331,49,Private,HS-grad,9,Married-civ-spouse,Sales,Spouse,White,United-States,0,0,Male
17794,66,Self-emp-not-inc,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Spouse,White,United-States,0,1,Male
12854,24,State-gov,HS-grad,9,Married-civ-spouse,Adm-clerical,Spouse,White,United-States,0,0,Female
30117,36,Private,Bachelors,13,Married-civ-spouse,Sales,Spouse,White,United-States,1,0,Male
9807,18,Private,HS-grad,9,Married-civ-spouse,Prof-specialty,Spouse,White,United-States,0,0,Male
47754,41,Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Spouse,White,United-States,1,1,Male
26907,30,Private,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Spouse,White,United-States,1,0,Male
16040,40,Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Spouse,White,United-States,1,1,Male
39506,50,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Craft-repair,Spouse,White,United-States,0,1,Male
41343,35,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Spouse,White,United-States,0,1,Male
35161,35,Private,HS-grad,9,Divorced,Handlers-cleaners,Unmarried,Black,United-States,0,0,Female
11855,43,Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Spouse,White,United-States,1,0,Male
6904,32,Private,11th,7,Married-civ-spouse,Transport-moving,Spouse,White,United-States,1,1,Male
27407,39,Private,HS-grad,9,Never-married,Craft-repair,Own-child,White,United-States,1,1,Male
34552,45,Self-emp-inc,HS-grad,9,Married-civ-spouse,Sales,Spouse,White,United-States,0,0,Male
39423,65,Private,Assoc-voc,11,Divorced,Exec-managerial,Not-in-family,White,United-States,0,0,Female
4869,36,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Spouse,White,United-States,1,0,Male
32690,45,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Sales,Spouse,White,United-States,1,0,Male
34116,29,Private,Bachelors,13,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Taiwan,0,0,Female
34121,33,Private,Some-college,10,Married-civ-spouse,Handlers-cleaners,Spouse,White,United-States,1,1,Male
17304,34,Private,Some-college,10,Married-civ-spouse,Other-service,Spouse,White,United-States,0,0,Male
38826,65,Private,HS-grad,9,Separated,Prof-specialty,Not-in-family,White,United-States,0,0,Female
32616,42,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Sales,Spouse,White,United-States,0,1,Male
19290,35,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Spouse,White,United-States,0,1,Male
41806,37,Private,Assoc-voc,11,Divorced,Sales,Unmarried,White,United-States,0,0,Female
26190,35,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Spouse,White,United-States,0,0,Male
9239,60,Private,HS-grad,9,Married-civ-spouse,Other-service,Spouse,Black,United-States,0,0,Male
4757,37,Private,12th,8,Married-civ-spouse,Other-service,Spouse,White,United-States,0,1,Female
47047,42,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Spouse,White,United-States,1,1,Male
2218,49,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Spouse,White,United-States,1,1,Male
38361,44,Private,Assoc-acdm,12,Divorced,Adm-clerical,Unmarried,White,United-States,0,0,Female
38810,22,Private,Bachelors,13,Never-married,Exec-managerial,Own-child,White,United-States,0,0,Female
13389,36,Private,Some-college,10,Married-civ-spouse,Sales,Spouse,White,United-States,1,0,Male
23603,28,Private,Some-college,10,Never-married,Prof-specialty,Other-relative,White,United-States,0,0,Female
38131,53,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Spouse,White,United-States,0,0,Male
35478,40,Private,HS-grad,9,Separated,Machine-op-inspct,Unmarried,White,United-States,0,0,Male
9260,64,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Spouse,White,United-States,0,0,Male
19713,36,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Spouse,White,United-States,0,0,Male
2285,37,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Spouse,White,United-States,1,0,Male
31780,23,Private,Assoc-acdm,12,Never-married,Prof-specialty,Own-child,Asian-Pac-Islander,Philippines,0,0,Male
6701,33,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Spouse,White,United-States,0,0,Male
30722,18,Private,HS-grad,9,Never-married,Prof-specialty,Own-child,White,United-States,0,0,Male
42756,43,Private,HS-grad,9,Never-married,Other-service,Unmarried,Black,United-States,0,0,Female
7439,33,Private,9th,5,Married-civ-spouse,Craft-repair,Spouse,Other,Mexico,0,0,Male
32071,47,Self-emp-not-inc,Masters,14,Never-married,Exec-managerial,Not-in-family,Black,United-States,0,0,Male
46613,39,Private,HS-grad,9,Separated,Machine-op-inspct,Not-in-family,Black,United-States,0,0,Male
20187,53,Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Spouse,Black,United-States,0,0,Male
33986,31,Private,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Spouse,White,United-States,0,0,Female
15354,50,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Spouse,White,United-States,0,0,Male
16696,35,Private,12th,8,Divorced,Craft-repair,Not-in-family,White,United-States,1,1,Male
28569,41,State-gov,Doctorate,16,Married-civ-spouse,Prof-specialty,Spouse,White,United-States,1,1,Male
10698,56,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Spouse,White,United-States,0,0,Male
6339,35,Private,Doctorate,16,Married-spouse-absent,Prof-specialty,Not-in-family,Other,England,1,1,Male
24385,39,Private,Masters,14,Married-civ-spouse,Exec-managerial,Spouse,White,United-States,1,1,Female
45959,22,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,United-States,0,0,Male
17245,28,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Spouse,White,United-States,0,0,Male
3266,17,Private,12th,8,Never-married,Craft-repair,Own-child,White,Columbia,0,0,Male
5162,45,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Spouse,White,United-States,1,1,Male
39643,20,Private,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,United-States,0,0,Male
2926,65,Self-emp-not-inc,Masters,14,Married-spouse-absent,Prof-specialty,Not-in-family,White,United-States,0,0,Female
5232,27,Federal-gov,Assoc-voc,11,Never-married,Tech-support,Unmarried,Black,United-States,0,0,Male
4808,42,Private,Some-college,10,Never-married,Transport-moving,Not-in-family,Black,United-States,0,0,Male
43458,36,Private,Some-college,10,Separated,Other-service,Other-relative,Black,United-States,0,0,Female
10304,50,Private,Preschool,1,Married-civ-spouse,Other-service,Spouse,White,Mexico,0,0,Male
15548,35,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Spouse,Asian-Pac-Islander,Hong,0,0,Female
157,22,Private,Bachelors,13,Never-married,Sales,Not-in-family,White,United-States,0,0,Male
18579,41,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Other-service,Spouse,White,United-States,0,1,Male
11638,45,Private,HS-grad,9,Widowed,Priv-house-serv,Own-child,Black,United-States,0,0,Female
43070,39,Private,HS-grad,9,Divorced,Machine-op-inspct,Unmarried,White,United-States,0,0,Male
10682,18,Private,Some-college,10,Never-married,Sales,Own-child,White,United-States,0,0,Female
45102,50,Private,Some-college,10,Divorced,Craft-repair,Not-in-family,White,United-States,0,0,Male
29044,20,Private,Some-college,10,Never-married,Other-service,Not-in-family,White,United-States,0,0,Male
16655,44,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,Black,United-States,0,0,Male
31531,55,Private,Bachelors,13,Married-civ-spouse,Protective-serv,Spouse,White,United-States,1,0,Male
137,49,Private,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Spouse,Black,United-States,0,0,Male
15566,29,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Spouse,Other,United-States,0,0,Female
5594,30,Private,Bachelors,13,Never-married,Other-service,Not-in-family,White,United-States,0,0,Male
47667,48,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Sales,Spouse,White,United-States,0,1,Female
16222,19,Private,HS-grad,9,Never-married,Other-service,Own-child,White,United-States,0,0,Female
21441,42,Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Spouse,White,United-States,1,1,Female
